Timestamp,Force
94450,0
94460,0
94470,0
94480,0
94490,0
94500,0
94510,0
94520,0
94531,0
94540,0
94550,0
94560,0
94570,0
94580,0
94590,0
94600,0
94610,0
94620,0
94630,0
94640,0
94650,0
94660,0
94670,0
94680,0
94690,0
94700,0
94710,0
94720,0
94730,0
94740,0
94750,0
94760,0
94770,0
94780,0
94790,0
94800,0
94810,0
94820,0
94830,0
94840,0
94850,0
94860,0
94870,0
94880,0
94890,0
94900,0
94910,0
94920,0
94930,0
94940,0
94950,0
94960,0
94970,0
94980,0
94990,0
95000,0
95010,0
95020,0
95030,0
95040,0
95050,0
95060,0
95070,0
95080,0
95090,0
95100,0
95110,0
95120,0
95130,0
95140,0
95150,0
95160,0
95170,0
95180,0
95190,0
95200,0
95210,0
95220,0
95230,0
95240,0
95250,0
95260,0
95270,0
95280,0
95290,0
95300,0
95310,0
95320,0
95330,0
95340,0
95350,0
95360,0
95370,0
95380,0
95390,0
95400,0
95410,0
95420,0
95430,0
95440,0
95450,0
95460,0
95470,0
95480,0
95490,0
95500,0
95510,0
95520,0
95530,0
95540,0
95550,0
95560,0
95570,0
95580,0
95590,0
95600,0
95610,0
95620,0
95630,0
95640,3625
95650,3207
95660,3503
95670,3618
95680,3666
95690,3687
95700,3648
95710,3536
95720,3345
95730,3023
95740,2471
95750,839
95760,0
95770,0
95780,0
95790,0
95800,0
95810,0
95820,0
95830,0
95840,0
95850,0
95860,0
95870,0
95880,0
95890,0
95900,0
95910,3378
95920,3344
95930,3564
95940,3658
95950,3691
95960,3695
95970,3652
95980,3559
95990,3355
96000,2922
96010,1915
96020,0
96030,0
96040,0
96050,0
96060,0
96070,0
96080,0
96090,0
96100,0
96110,0
96120,0
96130,0
96140,0
96150,0
96160,0
96170,3248
96180,3519
96190,3665
96200,3745
96210,3758
96220,3762
96230,3715
96240,3583
96250,3332
96260,2871
96270,1648
96280,0
96290,0
96300,0
96310,0
96320,0
96330,0
96340,0
96350,0
96360,0
96370,0
96380,0
96390,0
96400,0
96410,0
96420,0
96430,0
96440,3671
96450,3235
96460,3488
96470,3643
96480,3703
96490,3713
96500,3694
96510,3616
96520,3393
96530,2885
96540,1764
96550,0
96560,0
96570,0
96580,0
96590,0
96600,0
96610,0
96620,0
96630,0
96640,0
96650,0
96660,0
96670,0
96680,0
96690,0
96700,0
96710,0
96720,3409
96730,3273
96740,3537
96750,3665
96760,3698
96770,3684
96780,3607
96790,3399
96800,2993
96810,2267
96820,499
96830,0
96840,0
96850,0
96860,0
96870,0
96880,0
96890,0
96900,0
96910,0
96920,0
96930,0
96940,0
96950,0
96960,0
96970,3234
96980,3551
96990,3679
97000,3752
97010,3757
97020,3735
97030,3651
97040,3465
97050,3042
97060,2403
97070,1097
97080,0
97090,0
97100,0
97110,0
97120,0
97130,0
97140,0
97150,0
97160,0
97170,0
97180,0
97190,0
97200,0
97210,0
97220,0
97230,3973
97240,3429
97250,3662
97260,3722
97270,3695
97280,3558
97290,3216
97300,2415
97310,141
97320,0
97330,0
97340,0
97350,0
97360,0
97370,0
97380,0
97390,0
97400,0
97410,0
97420,0
97430,0
97440,0
97450,0
97460,0
97470,0
97480,0
97490,0
97500,4095
97510,4095
97520,4095
97530,4095
97540,4095
97550,4095
97560,4095
97570,4095
97580,4095
97590,4095
97600,4095
97610,4095
97620,4095
97630,4095
97640,4095
97650,4095
97660,4095
97670,4095
97680,4095
97690,4095
97700,4095
97710,4006
97720,3748
97730,3027
97740,1074
97750,0
97760,0
97770,0
97780,0
97790,0
97800,0
97810,0
97820,0
97830,0
97840,0
97850,0
97860,0
97870,0
97880,0
97890,0
97900,0
97910,0
97920,0
97930,0
97940,0
97950,0
97960,0
97970,0
97980,0
97990,0
98000,0
98010,0
98020,0
98030,0
98040,0
98050,0
98060,0
98070,0
98080,0
98090,0
98100,0
98110,0
98120,0
98130,0
98140,0
98150,0
98160,0
98170,0
98180,0
98190,0
98200,0
98210,0
98220,0
98230,0
98240,0
98250,0
98260,0
98270,0
98280,0
98290,0
98300,0
98310,0
98320,0
98330,0
98340,0
98350,0
98360,0
98370,0
98380,4027
98390,4095
98400,4095
98410,4095
98420,4095
98430,4095
98440,4095
98450,4095
98460,4095
98470,4095
98480,4095
98490,4095
98500,4095
98510,4095
98520,4095
98530,4042
98540,3805
98550,3322
98560,2558
98570,962
98580,0
98590,0
98600,0
98610,0
98620,0
98630,0
98640,0
98650,0
98660,0
98670,0
98680,0
98690,0
98700,0
98710,0
98720,0
98730,0
98740,0
98750,0
98760,0
98770,0
98780,0
98790,0
98800,0
98810,0
98820,0
98830,0
98840,0
98850,0
98860,0
98870,0
98880,0
98890,0
98900,0
98910,0
98920,0
98930,0
98940,0
98950,0
98960,0
98970,0
98980,0
98990,0
99000,0
99010,0
99020,0
99030,0
99040,0
99050,0
99060,0
99070,0
99080,0
99090,0
99100,0
99110,0
99120,0
99130,0
99140,0
99150,0
99160,0
99170,0
99180,0
99190,0
99200,0
99210,0
99220,0
99230,0
99240,0
99250,0
99260,0
99270,0
99280,0
99290,0
99300,0
99310,0
99320,0
99330,0
99340,0
99350,0
99360,0
99370,0
99380,0
99390,0
99400,0
99410,0
99420,0
99430,0
99440,0
99450,0
99460,0
99470,0
99480,0
99490,0
99500,0
99510,0
99520,0
99530,0
99540,0
99550,0
99560,0
99570,0
99580,0
99590,0
99600,0
99610,0
99620,0
99630,0
99640,0
99650,0
99660,0
99670,0
99680,0
99690,0
99700,0
99710,0
99720,0
99730,0
99740,0
99750,0
99760,0
99770,0
99780,0
99790,0
99800,0
99810,0
99820,0
99830,0
99840,3792
99850,4095
99860,4095
99870,4095
99880,4095
99890,4095
99900,4095
99910,4095
99920,4095
99930,4095
99940,4095
99950,4095
99960,4095
99970,4095
99980,4095
99990,4095
100000,4095
100010,4095
100020,4095
100030,4095
100040,4095
100050,4095
100060,4095
100070,4095
100080,4095
100090,4067
100100,3991
100110,3901
100120,3707
100130,3463
100140,3150
100150,2586
100160,1294
100170,0
100180,0
100190,0
100200,0
100210,0
100220,0
100230,0
100240,0
100250,0
100260,0
100270,0
100280,0
100290,0
100300,0
100310,0
100320,0
100330,0
100340,0
100350,0
100360,0
100370,0
100380,0
100390,0
100400,0
100410,0
100420,0
100430,0
100440,0
100450,0
100460,0
100470,0
100480,0
100490,0
100500,0
100510,0
100520,0
100530,0
100541,0
100550,0
100560,0
100570,0
100580,0
100590,0
100600,0
100610,0
100620,0
100630,0
100640,0
100650,0
100660,0
100670,0
100680,0
100690,0
100700,0
100710,0
100720,0
100730,0
100740,0
100750,0
100760,0
100770,0
100780,0
100790,0
100800,0
100810,0
100820,0
100830,0
100840,0
100850,0
100860,0
100870,0
100880,0
100890,0
100900,0
100910,0
100920,0
100930,0
100940,0
100950,0
100960,0
100970,0
100980,0
100990,0
101000,0
101010,0
101020,0
101030,0
101040,0
101050,0
101060,0
101070,0
101080,0
101090,0
101100,0
101110,0
101120,0
101130,0
